Channel,过零率,方差,能量,差分,AR_coef_0,AR_coef_1,AR_coef_2,AR_coef_3,AR_coef_4,Band_1_power,Band_2_power,Band_3_power,Band_4_power,Band_5_power,微分熵,Wavelet_energy_1,Wavelet_energy_2,Wavelet_energy_3,Wavelet_energy_4,Wavelet_energy_5,Theta_power,Alpha_power,Beta_power,Gamma_power
36,419,1.6600207542024583e-07,0.39751834946279596,6.486481332591439e-06,1.2743964858989161e-08,0.7803477320665861,0.0702484292467402,0.06392980089923377,0.08545674365247553,5.63986833734803e-13,1.9282000929499754e-14,9.694394685764107e-15,6.43714793189911e-15,5.224935247711468e-15,5.12501772381907,0.39754952448695974,2.501761361357465e-06,1.8870308764102973e-06,1.4591059244021433e-06,1.3220179636091233e-06,8.317241409723667e-12,1.050959906707558e-11,1.1389972606507848e-11,2.8075086260825214e-12
37,153,1.9901345211973095e-06,5.001137954305832,5.885192397528483e-06,-5.982665113388605e-09,0.7865511546255354,0.08438499487844014,0.06078315367239101,0.06828011994818263,5.34739666008992e-13,1.7093056772486105e-14,8.518278689632992e-15,5.831404141430665e-15,4.7905831157937085e-15,5.2496842447320775,5.002390397462125,2.5146412020969812e-06,1.7757217618044895e-06,1.2826295434762025e-06,1.2001307024609883e-06,7.875907290938289e-12,9.420630907316243e-12,1.2121453922231603e-11,2.820496265546799e-12
38,0,6.99321196376179e-07,8.66567368197495,8.396565808513456e-06,4.4069164909859586e-08,0.8185797215908354,0.04609003062361575,0.0544028887257087,0.08091534556701174,6.587968565135044e-13,2.6353235433240015e-14,1.2531356473593175e-14,8.030164104765643e-15,6.402195089254197e-15,5.789984541634912,8.666047600178565,3.627172093530053e-06,2.6595941946229278e-06,1.9733765083511434e-06,1.6722673309565794e-06,1.1963172634260439e-11,1.556825757115245e-11,1.566761330558738e-11,3.878417442302244e-12
39,0,9.956370109786352e-07,3.378235932995345,7.295752587166469e-06,-2.6560314801437503e-10,0.8397734876484145,0.056964621031953926,0.043461820039121496,0.05979748071311002,6.338276931851769e-13,2.2544892184603376e-14,1.0476645215190435e-14,6.904361882353533e-15,5.6025368305889055e-15,5.76305177328348,3.379034763044718,3.5624109179200252e-06,2.5673012287241308e-06,1.6788679583570995e-06,1.425714222488064e-06,1.1134290785752769e-11,1.367979777075507e-11,1.726955981004811e-11,3.705903864402037e-12
40,0,7.408169333404669e-07,134.46724511020213,1.6103960983983624e-05,8.959270796521932e-08,0.8909269835110168,-0.002655347657409081,0.0220989938392702,0.08962225624099941,1.0402821638447953e-12,5.789245157861329e-14,2.4362753721791174e-14,1.3980983065540076e-14,1.1327124570968304e-14,6.111368330657157,134.48404637454408,6.8654513671172785e-06,6.778892160328717e-06,4.111729839374468e-06,3.026956656211396e-06,1.8646229240842297e-11,2.0175663203038818e-11,2.2532848653746896e-11,5.78106321275387e-12
41,0,1.169978659203545e-07,14.843685990494356,8.238352557902246e-06,1.8232239866769836e-07,0.8368222052380944,0.050011583214295684,0.04714790450678013,0.06597658161396577,7.37535973682065e-13,2.580956694775495e-14,1.1993498199221203e-14,7.776657188002619e-15,6.258959024621707e-15,5.835759592747834,14.844925455116321,3.7997602394217207e-06,2.8086848849956336e-06,1.9056945763667215e-06,1.6236331801473629e-06,1.529803540460014e-11,1.7131944943535554e-11,1.9073783709630255e-11,3.5566997045522175e-12
42,0,1.6664748878560082e-06,73.8619208497874,6.036857086442257e-06,-6.540607838228171e-08,0.7779902565881253,0.07269410548739817,0.06683092083007655,0.08247866976024543,4.879065520530187e-13,1.7953194722332315e-14,8.936176546078143e-15,6.036742894381094e-15,4.849875194789332e-15,5.291778898609929,73.86782421115565,2.3329649862380283e-06,1.757119408398963e-06,1.350819088230093e-06,1.2373244203181645e-06,7.198748403452045e-12,7.597495601776115e-12,1.0517135020284957e-11,2.7075697688850098e-12
43,0,1.951030327595467e-07,137.38394870962145,8.15872204766083e-06,-3.0007991095660266e-07,0.823871286441162,0.04902833143466574,0.05626577155098663,0.07081186990222958,8.484925205422536e-13,2.5593705242728168e-14,1.209890265985747e-14,7.804787584887232e-15,6.211007053986377e-15,5.4822041698019905,137.39914903960837,3.392857430339805e-06,2.5423854842749743e-06,1.8862493721180338e-06,1.622147152536825e-06,1.4257653160396984e-11,2.8106516985770703e-11,2.0179032863489882e-11,3.703936621507857e-12
44,75,3.4315145883578177e-06,3.2832697054996625,6.609856234972033e-06,-9.433898983056914e-09,0.8250536009198856,0.0723274207439005,0.05064480579768246,0.05197612495139695,6.22034657485653e-13,1.9770792009570672e-14,9.448451281500197e-15,6.365196443455601e-15,5.185517060172519e-15,5.655585703994053,3.283725216052884,3.19648233085916e-06,2.1504279047469825e-06,1.4756569649123393e-06,1.3093448681197173e-06,1.1184606524423333e-11,1.320022705610451e-11,2.0478515135415407e-11,3.4464103153266408e-12
45,289,1.5848161097444885e-06,3.631456745623617,9.941502484183775e-06,-1.53398542383947e-08,0.811532888239656,0.03733230100571131,0.06319455634244023,0.08793548373581758,1.0506333021401374e-12,3.143138292613489e-14,1.5269126742141496e-14,9.504813234072236e-15,7.513834221263246e-15,5.3505193723397975,3.6317114765414082,3.7228251823795155e-06,2.897179737403647e-06,2.35883885070004e-06,1.9862588551073744e-06,1.7641978457941994e-11,3.2122548886859024e-11,2.1902507596455192e-11,3.7706449490221556e-12
46,0,1.1756624808158355e-06,26.629755222098186,7.5233805917710095e-06,-2.537296538919796e-09,0.8487321217004071,0.06022262074919536,0.04872290597139137,0.04232230552611446,8.056345160557757e-13,2.313884467122503e-14,1.0722002289325043e-14,7.123807571164425e-15,5.725743865083321e-15,5.794183624959598,26.63232989398731,3.836379154786181e-06,2.475615943468799e-06,1.6984383455166435e-06,1.470570262979419e-06,1.513813818367587e-11,2.105243877270955e-11,2.987881194195369e-11,3.923108217597777e-12
47,0,2.5608316330032064e-06,17.377205095870725,1.7161160784425464e-05,-1.6549090318333782e-08,0.8053515439391792,-0.0073982649593396866,0.041775611536554624,0.16027170457730958,3.502529055455424e-12,6.391204444540177e-14,2.735092378203269e-14,1.5688286214193577e-14,1.2511534205479832e-14,3.2756131022350745,17.381673790145783,4.284597894237252e-06,4.525347497924267e-06,4.617830258961739e-06,3.399800503753086e-06,2.3966044264579383e-11,2.8590810924107014e-11,2.1722983208121922e-11,3.6050997365599245e-12
48,0,2.549173643356269e-07,8.558875117147252,8.22682708931469e-06,7.331008115172164e-08,0.8363253617055372,0.050982063868891286,0.04464619590675869,0.06802484738889639,7.419938741152439e-13,2.5826147327051837e-14,1.2017904610665804e-14,7.740163123036118e-15,6.308482419615495e-15,5.821499617129376,8.559410904751594,3.7947361888315986e-06,2.781748635821728e-06,1.9172625803265596e-06,1.6145237989062593e-06,1.535907264316799e-11,1.7007913390805098e-11,1.9221625460588525e-11,3.5803128325065774e-12
49,0,1.478098035618559e-07,66.75065278158529,9.987080473598211e-06,-3.157408678295141e-07,0.8283404857597804,0.03762478270701321,0.04813592461497797,0.08586449485935269,6.845273582704494e-13,3.243334681405624e-14,1.497414408306004e-14,9.425787423441013e-15,7.520772772911557e-15,5.876796040622746,66.75791796878808,3.99896554494949e-06,3.4186061558489097e-06,2.3809906537879355e-06,1.9777681656887233e-06,1.133179756812755e-11,1.3732511490502436e-11,1.6150979987378553e-11,3.895801602834457e-12
50,0,3.2758367393585415e-07,28.45266593544547,1.297558208986189e-05,-1.1821240739180673e-07,0.8234314911673408,0.013277466103007406,0.06216909958380754,0.10110229875880918,1.0837387691172008e-12,4.242716409250408e-14,2.0628928745227002e-14,1.2114252512566846e-14,9.500039915463286e-15,5.555408580159375,28.45507497508978,4.611298756669445e-06,4.031429454646462e-06,3.183391178892206e-06,2.5854503553015095e-06,1.7666647056460766e-11,2.8557246605176703e-11,2.2628448878984995e-11,4.288674146203643e-12
51,175,6.374282375650047e-07,0.567876910981626,8.437821747207599e-06,-4.166480910603888e-09,0.8382262710016464,0.05379935633757585,0.04782503430672183,0.060146236367453275,7.157111542627431e-13,2.57886474549511e-14,1.2382173003566147e-14,7.950184614430036e-15,6.453542108024546e-15,5.963047597235415,0.5679403734955372,4.0182689386386865e-06,2.880899755304388e-06,1.9275057101675536e-06,1.6598878696470645e-06,1.363318266746284e-11,1.6305367242276478e-11,2.294916769942482e-11,3.908954192979283e-12
52,0,2.388255852318251e-07,29.219760591132847,1.3035304972542935e-05,-1.4086835375579868e-07,0.8243686702982594,0.010034628623522938,0.06261840522782802,0.10295504124056638,1.0822161590826408e-12,4.29552847482352e-14,2.0762535002138683e-14,1.2149698866413194e-14,9.476108778907867e-15,5.563565410920351,29.222444518691102,4.615193626894608e-06,4.044411570689271e-06,3.217608783087654e-06,2.5846003521235624e-06,1.7632976037623267e-11,2.866647075153658e-11,2.2500627330824708e-11,4.3040984447558095e-12
